leaderboard_publish_date,elo_max,lag_1,lag_2,lag_4,lag_8,lag_12,roll_mean_4,roll_mean_12,roll_std_4,week_of_year,week_sin,week_cos,t
2025-06-15,1425.0653188607723,1420.2369417333446,1419.461325800532,1413.0599445397784,1406.5266843115137,1404.0372650160534,1415.505440290472,1411.9579953836665,5.259207523312758,24,0.23931566428755768,-0.970941817426052,109
2025-06-22,1426.5989650210745,1425.0653188607723,1420.2369417333446,1409.263549088233,1418.0693857752522,1405.897310370929,1418.5067838707205,1413.71033320406,6.642197602832692,25,0.12053668025532308,-0.992708874098054,110
2025-06-29,1477.4863778383874,1426.5989650210745,1425.0653188607723,1419.461325800532,1418.0693857752522,1409.7691769032017,1422.8406378539307,1415.435471091572,3.524826809930652,26,-3.216245299353273e-16,-1.0,111
2025-07-06,1473.4990849185378,1477.4863778383874,1426.5989650210745,1420.2369417333446,1413.0599445397784,1406.04503075013,1437.3469008633947,1421.0785711695041,26.896614995296286,27,-0.12053668025532283,-0.992708874098054,112
2025-07-13,1476.9263077420123,1473.4990849185378,1477.4863778383874,1425.0653188607723,1413.0599445397784,1406.5266843115137,1450.662436659693,1426.6997423502046,28.72455065485795,28,-0.23931566428755743,-0.9709418174260521,113
2025-07-20,1473.9213239114315,1476.9263077420123,1473.4990849185378,1426.5989650210745,1409.263549088233,1418.0693857752522,1463.6276838800031,1432.5663776360796,24.748652311134677,29,-0.3546048870425356,-0.9350162426854148,114
2025-07-27,1472.155189402587,1473.9213239114315,1476.9263077420123,1477.4863778383874,1419.461325800532,1418.0693857752522,1475.4582736025923,1437.2207058140946,2.038705935829654,30,-0.46472317204376806,-0.8854560256532101,115
2025-08-03,1469.906229043033,1472.155189402587,1473.9213239114315,1473.4990849185378,1420.2369417333446,1413.0599445397784,1474.125476493642,1441.7278561163723,2.013349744823128,31,-0.5680647467311556,-0.8229838658936566,116
2025-08-10,1471.0319249953286,1469.906229043033,1472.155189402587,1476.9263077420123,1425.0653188607723,1413.0599445397784,1473.227262524766,1446.4650464916438,2.9632898887056722,32,-0.663122658240795,-0.7485107481711013,117
2025-08-17,1468.585459163801,1471.0319249953286,1469.906229043033,1473.9213239114315,1426.5989650210745,1409.263549088233,1471.753666838095,1451.2960448629394,1.7121035065423595,33,-0.7485107481711011,-0.6631226582407952,118
2025-08-24,1468.0541666841966,1468.585459163801,1471.0319249953286,1472.155189402587,1477.4863778383874,1419.461325800532,1470.4197006511874,1456.2395373692368,1.5291429821928315,34,-0.8229838658936564,-0.5680647467311559,119
2025-08-31,1466.4584084855717,1468.0541666841966,1468.585459163801,1469.906229043033,1473.4990849185378,1420.2369417333446,1469.3944449715896,1460.2889407762088,1.3409036366742604,35,-0.8854560256532096,-0.4647231720437691,120
2025-09-07,1466.4584084855717,1466.4584084855717,1468.0541666841966,1471.0319249953286,1476.9263077420123,1425.0653188607723,1468.5324898322247,1464.140729672228,1.8956606896521098,36,-0.9350162426854147,-0.3546048870425359,121
2025-09-14,1467.1057620282531,1466.4584084855717,1466.4584084855717,1468.585459163801,1473.9213239114315,1426.5989650210745,1467.3891107047853,1467.5901538076278,1.0963518797356526,37,-0.970941817426052,-0.23931566428755774,122
2025-09-21,1468.7708301157995,1467.1057620282531,1466.4584084855717,1468.0541666841966,1472.155189402587,1477.4863778383874,1467.0191864208982,1470.9657202248927,0.7544585843432554,38,-0.992708874098054,-0.12053668025532357,123
2025-09-28,1468.7708301157995,1468.7708301157995,1467.1057620282531,1466.4584084855717,1469.906229043033,1473.4990849185378,1467.1983522787991,1470.2394245813437,1.0918322728923109,39,-1.0,-1.8369701987210297e-16,124
2025-10-05,1465.901067408727,1468.7708301157995,1468.7708301157995,1466.4584084855717,1471.0319249953286,1476.9263077420123,1467.776457686356,1469.8454033477822,1.1782245708578862,40,-0.992708874098054,0.1205366802553232,125
